Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akto,com.akto.util,RecordedLoginFlowUtil,triggerFlow,Long Statement,"The length of the statement ""Bson update=Updates.combine(Updates.set(""content""`payload)`Updates.set(""tokenFetchCommand""`tokenFetchCommand)`Updates.setOnInsert(""createdAt""`Context.now())`Updates.set(""updatedAt""`Context.now())`Updates.set(""outputFilePath""`outputFilePath)`Updates.set(""errorFilePath""`errorFilePath));"" is 285.",37
akto,com.akto.util,RecordedLoginFlowUtil,triggerFlow,Long Statement,"The length of the statement ""Bson update=Updates.combine(Updates.set(""content""`payload)`Updates.set(""tokenFetchCommand""`tokenFetchCommand)`Updates.setOnInsert(""createdAt""`Context.now())`Updates.set(""updatedAt""`Context.now())`Updates.set(""outputFilePath""`outputFilePath)`Updates.set(""errorFilePath""`errorFilePath));"" is 285.",37
akto,com.akto.util,RecordedLoginFlowUtil,triggerFlow,Magic Number,The method contains a magic number: 300,37
akto,com.akto.util,RecordedLoginFlowUtil,triggerFlow,Magic Number,The method contains a magic number: 300,37
akto,com.akto.util,RecordedLoginFlowUtil,triggerFlow,Magic Number,The method contains a magic number: 300,37
akto,com.akto.util,RecordedLoginFlowUtil,fetchToken,Complex Conditional,"The conditional expression (line.toLowerCase().contains(""error"") || line.toLowerCase().contains(""failed"")) || line.toLowerCase().contains(""timeout"") is complex.",93
akto,com.akto.util,RecordedLoginFlowUtil,fetchToken,Long Statement,"The length of the statement ""if ((line.toLowerCase().contains(""error"") || line.toLowerCase().contains(""failed"")) || line.toLowerCase().contains(""timeout"")) {"" is 128.",93
akto,com.akto.util.modifier,JwtModifier,manipulateJWTHeader,Long Statement,"The length of the statement ""if (encodedModifiedHeader.endsWith(""="")) encodedModifiedHeader=encodedModifiedHeader.substring(0`encodedModifiedHeader.length() - 1);"" is 133.",46
akto,com.akto.util.modifier,JwtModifier,manipulateJWTHeader,Magic Number,The method contains a magic number: 2,46
akto,com.akto.util.modifier,JwtModifier,manipulateJWTHeaderToMap,Magic Number,The method contains a magic number: 3,59
akto,com.akto.util.modifier,JwtModifier,manipulateJWT,Empty catch clause,The method has an empty catch block.,77
akto,com.akto.util.modifier,JwtModifier,manipulateJWT,Empty catch clause,The method has an empty catch block.,77
akto,com.akto.util.modifier,JwtModifier,manipulateJWT,Long Statement,"The length of the statement ""return Jwts.builder().setHeader(manipulatedJwtHeader).setPayload(mapper.writeValueAsString(bodyJson)).signWith(privateKey).compact();"" is 133.",77
akto,com.akto.util.modifier,JwtModifier,extractBodyFromJWT,Magic Number,The method contains a magic number: 3,119
akto,com.akto.util.modifier,JwtModifier,createJWT,Long Parameter List,The method has 6 parameters. ,130
akto,com.akto.util.modifier,JwtModifier,createJWT,Long Statement,"The length of the statement ""return Jwts.builder().setHeader(headers).setIssuer(issuer).setSubject(subject).addClaims(claims).setIssuedAt(issueTime).setExpiration(expiryTime).signWith(privateKey).compact();"" is 177.",130
akto,com.akto.util.modifier,JwtModifier,getPublicKey,Long Statement,"The length of the statement ""String key=""-----BEGIN PUBLIC KEY-----\n"" + ""MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA3mbAcFAQKj0OjHof+mhi\n"" + ""Rfhpyk4Rs96kiQK1mxYCrNxR5Xi/TeJj1oFEv3EJBI5rJyFz483e0shUl641fr7f\n""+ ""XMyEp1Lt2EdGvt9TiwDxKgOMOJOZKcBdbesr1E3egHA2CGt13AZ9a9rEOE4jFZd5\n""+ ""jaHhDPFRu4ZioqL18VfLeHP5f955wb5JtGYioawrBfyj7ZuJEJzSpBsBluImnfbi\n""+ ""krGocEa1VqPJTnpjNFL2CU6kyzjjg2Zsq1kPJ6d8YA//2DhDUfctahSKN00gI/fe\n""+ ""3BwyxwUMXJ9L4QYusuLiXBoZaXLkkWmLa09Fq+OuNiuSjb2wdKhMDdZRisKjvX8+\n""+ ""5QIDAQAB\n""+ ""-----END PUBLIC KEY-----"";"" is 506.",159
akto,com.akto.util.modifier,JwtModifier,getPrivateKey,Long Statement,"The length of the statement ""String key=""-----BEGIN PRIVATE KEY-----\n"" + ""MIIEvgIBADANBgkqhkiG9w0BAQEFAASCBKgwggSkAgEAAoIBAQDeZsBwUBAqPQ6M\n"" + ""eh/6aGJF+GnKThGz3qSJArWbFgKs3FHleL9N4mPWgUS/cQkEjmsnIXPjzd7SyFSX\n""+ ""rjV+vt9czISnUu3YR0a+31OLAPEqA4w4k5kpwF1t6yvUTd6AcDYIa3XcBn1r2sQ4\n""+ ""TiMVl3mNoeEM8VG7hmKiovXxV8t4c/l/3nnBvkm0ZiKhrCsF/KPtm4kQnNKkGwGW\n""+ ""4iad9uKSsahwRrVWo8lOemM0UvYJTqTLOOODZmyrWQ8np3xgD//YOENR9y1qFIo3\n""+ ""TSAj997cHDLHBQxcn0vhBi6y4uJcGhlpcuSRaYtrT0Wr4642K5KNvbB0qEwN1lGK\n""+ ""wqO9fz7lAgMBAAECggEADELD5y0yxvFYxPvSmX55tHvOcT2+khj7HyaMFoGvIhJ/\n""+ ""XVQ7z7JkaKX1wUwdAChN1fltJyjpWNt8dmQ/RL6HF9makpLq09qSFuG+/FHP+c36\n""+ ""RAA3GGsne3DUmL62PoRxJiOuerPM5E5KNQRxwLX6GInNG2aOZ/UvqOGtB2IcsIYx\n""+ ""8dRDp6PeYlAlKnVrGLWv7eDz9YyyL15Wk8SxM1/ahz3NMovz4iXxAsCAd71zzx1P\n""+ ""aOOh3NcHUAvMJ5yojUlmNNsUKHwCtSiGYWe07aPtqPWuiOMGtPJ10hCBvZAtU2ZI\n""+ ""cZ/wd0XkaljtXFAnhJq5RR6m0rY/aSO8fgEiZb4lYQKBgQDy8Y7PF5SHbyYoli+5\n""+ ""4ELC0dUAoklQydAuuvGKLROYZBqUxgPE8TwM9525HPRRR5LjL0Kef6dLivZ8xPeZ\n""+ ""Vie+fF7ZCtd1KAoIuKkZXPn7rXoLr+mYk1nVg/5uvVQ6BQBN0fBEtotIPSuGkE9q\n""+ ""LuPOxU48WgSjiWhH3EyO2euwSQKBgQDqWpJy6Iyry+iB5wZtvLvjjF9zNaqbbUej\n""+ ""l1U6TT5qoICDhVXTsU24dsgHrIaRKRpPlsldbR212Kv2sADc4NCOAY86jWZ9k+7n\n""+ ""rEPsUt7CvQc6ZLmPI2Mqy2ZI2Lmaja/gtparh/Ez7eumXLrAicdQKIVH73vCEZAl\n""+ ""MRLtN/9RvQKBgGq3WTf277OeS3DAqC5KKIlTivFAWFw4ik48qCU+L8FdF6AKa1Vz\n""+ ""ciFwE8Rgx6F8gzVwaR8ei+pPHH8qNmkQw1yVXUSR0psP/3hdRUpy4QyA43+GwmHX\n""+ ""ODrmRDl4ySrDT6LfeV91oDEXTatKcNf/yOnnGbrBABCmJzyJtMd7SmChAoGBAKGd\n""+ ""zJlKHpjrinDrbdeH7NtEFx9Qx1NgzaLX3oLSelT2UypgbYwMHlk0MUZ5iGPbQLXa\n""+ ""ewvfEDo0LoN1ZWLt92W3VZs/oIrB1mQWvNDhZZZO3gk7JWy9Lsp4cxWRwI4BYGVM\n""+ ""BiRNH958GaMlF/VoDvgMub2ePm7bxdigOzk1APLRAoGBAOBYqcqHHJ3P/TMCkSC1\n""+ ""k+YI7B2iNFdN8sWQXoQM1KY6UDnU2oI/Cjv4XkeKWQ78mVX0abXo/bXUwaF/ORpR\n""+ ""sfUo3tgKMVwS14l/ZQ3TDyM6fHwSwLUOJ+OwUn0licfRrOywqPKzah9r3JjBbC5s\n""+ ""K3Qks2pR++7M8QojX+IJfa+a\n""+ ""-----END PRIVATE KEY-----"";"" is 1854.",176
akto,com.akto.util.modifier,InvalidSignatureJWTModifier,jwtModify,Magic Number,The method contains a magic number: 3,4
akto,com.akto.util.modifier,InvalidSignatureJWTModifier,jwtModify,Magic Number,The method contains a magic number: 2,4
akto,com.akto.dto.traffic_metrics,TrafficMetrics,inc,Magic Number,The method contains a magic number: 60.0,130
akto,com.akto.dto.traffic_metrics,TrafficMetrics,inc,Magic Number,The method contains a magic number: 60.0,130
akto,com.akto.dto.traffic_metrics,TrafficMetrics,inc,Magic Number,The method contains a magic number: 1000.0,130
akto,com.akto.dto.notifications,SlackWebhook,SlackWebhook,Long Parameter List,The method has 9 parameters. ,22
akto,com.akto.dto.notifications,SlackWebhook,toString,Long Statement,"The length of the statement ""return ""{"" + "" id='"" + getId() + ""'""+ ""` webhook='""+ getWebhook()+ ""'""+ ""` smallerDuration='""+ getSmallerDuration()+ ""'""+ ""` largerDuration='""+ getLargerDuration()+ ""'""+ ""` timestamp='""+ getTimestamp()+ ""'""+ ""` userEmail='""+ getUserEmail()+ ""'""+ ""` dashboardUrl='""+ getDashboardUrl()+ ""'""+ ""` LastSentTimestamp='""+ getLastSentTimestamp()+ ""'""+ ""` FrequencyInSeconds='""+ getFrequencyInSeconds()+ ""'""+ ""}"";"" is 404.",106
akto,com.akto.dto.notifications,CustomWebhook,CustomWebhook,Long Identifier,The length of the parameter newSensitiveEndpointCollections is 31.,60
akto,com.akto.dto.notifications,CustomWebhook,CustomWebhook,Long Identifier,The length of the field newSensitiveEndpointCollections is 31.,60
akto,com.akto.dto.notifications,CustomWebhook,CustomWebhook,Long Parameter List,The method has 16 parameters. ,60
akto,com.akto.dto.notifications,CustomWebhook,getNewSensitiveEndpointCollections,Long Identifier,The length of the field newSensitiveEndpointCollections is 31.,97
akto,com.akto.dto.notifications,CustomWebhook,setNewSensitiveEndpointCollections,Long Identifier,The length of the parameter newSensitiveEndpointCollections is 31.,101
akto,com.akto.dto.notifications,CustomWebhook,setNewSensitiveEndpointCollections,Long Identifier,The length of the field newSensitiveEndpointCollections is 31.,101
akto,com.akto.dto.notifications,CustomWebhookResult,CustomWebhookResult,Long Parameter List,The method has 5 parameters. ,20
akto,com.akto.dto.pii,PIIType,equals,Long Statement,"The length of the statement ""return Objects.equals(name`pIIType.name) && isSensitive == pIIType.isSensitive && Objects.equals(regexPattern`pIIType.regexPattern) && onKey == pIIType.onKey;"" is 158.",59
akto,com.akto.dto.pii,PIIType,toString,Long Statement,"The length of the statement ""return ""{"" + "" name='"" + getName() + ""'""+ ""` isSensitive='""+ getIsSensitive()+ ""'""+ ""` regexPattern='""+ getRegexPattern()+ ""'""+ ""` onKey='""+ isOnKey()+ ""'""+ ""}"";"" is 161.",75
akto,com.akto.dto.pii,PIISource,PIISource,Long Parameter List,The method has 6 parameters. ,21
akto,com.akto.dto.pii,PIISource,toString,Long Statement,"The length of the statement ""return ""{"" + "" fileUrl='"" + getFileUrl() + ""'""+ ""` lastSynced='""+ getLastSynced()+ ""'""+ ""` addedByUser='""+ getAddedByUser()+ ""'""+ ""` startTs='""+ getStartTs()+ ""'""+ ""` mapNameToPIIType='""+ getMapNameToPIIType()+ ""'""+ ""}"";"" is 220.",86
akto,com.akto.dto.traffic,Key,Key,Long Parameter List,The method has 6 parameters. ,15
akto,com.akto.dto.testing.sources,TestSourceConfig,TestSourceConfig,Long Parameter List,The method has 8 parameters. ,32
akto,com.akto.dto.testing.sources,TestSourceConfig,toString,Long Statement,"The length of the statement ""return ""{"" + "" sourceURL='"" + getId() + ""'""+ ""` category='""+ getCategory()+ ""'""+ ""` subcategory='""+ getSubcategory()+ ""'""+ ""` severity='""+ getSeverity()+ ""'""+ ""` description='""+ getDescription()+ ""'""+ ""` creator='""+ getCreator()+ ""'""+ ""` addedEpoch='""+ getAddedEpoch()+ ""'""+ ""` stars='""+ getStars()+ ""'""+ ""` installs='""+ getInstalls()+ ""'""+ ""` tags='""+ getTags()+ ""'""+ ""}"";"" is 373.",123
akto,com.akto.dto.test_run_findings,TestingRunIssues,TestingRunIssues,Long Parameter List,The method has 6 parameters. ,22
akto,com.akto.dto.test_run_findings,TestingIssuesId,equals,Long Statement,"The length of the statement ""return id.apiInfoKey.equals(this.apiInfoKey) && id.testSubCategory == this.testSubCategory && id.testErrorSource == this.testErrorSource && Objects.equals(id.testCategoryFromSourceConfig`this.testCategoryFromSourceConfig);"" is 222.",47
akto,com.akto.dto.test_run_findings,TestingIssuesId,toString,Long Statement,"The length of the statement ""return ""{ApiInfoKey : "" + this.apiInfoKey.toString() + ""` testSubCategory : ""+ testSubCategory+ ""` testErrorSource : ""+ testErrorSource.name();"" is 143.",66
akto,com.akto.dto.loaders,NormalLoader,NormalLoader,Long Parameter List,The method has 5 parameters. ,15
akto,com.akto.dto.loaders,NormalLoader,getPercentage,Magic Number,The method contains a magic number: 100.0,21
akto,com.akto.dto.test_editor,YamlTemplate,YamlTemplate,Long Parameter List,The method has 6 parameters. ,22
akto,com.akto.dto.test_editor,FilterNode,FilterNode,Long Parameter List,The method has 9 parameters. ,18
akto,com.akto.dto.test_editor,FilterActionRequest,FilterActionRequest,Long Parameter List,The method has 13 parameters. ,25
akto,com.akto.dto.test_editor,Info,Info,Long Parameter List,The method has 9 parameters. ,26
akto,com.akto.dto.test_editor,TestConfig,TestConfig,Long Parameter List,The method has 7 parameters. ,27
akto,com.akto.calendar,TestDateUtils,testPrettifyDelta,Magic Number,The method contains a magic number: 20,11
akto,com.akto.calendar,TestDateUtils,testPrettifyDelta,Magic Number,The method contains a magic number: 200,11
akto,com.akto.calendar,TestDateUtils,testPrettifyDelta,Magic Number,The method contains a magic number: 3000,11
akto,com.akto.calendar,TestDateUtils,testPrettifyDelta,Magic Number,The method contains a magic number: 3700,11
akto,com.akto.calendar,TestDateUtils,testPrettifyDelta,Magic Number,The method contains a magic number: 7400,11
akto,com.akto.calendar,TestDateUtils,testPrettifyDelta,Magic Number,The method contains a magic number: 94000,11
akto,com.akto.calendar,DateUtils,prettifyDelta,Magic Number,The method contains a magic number: 120,19
akto,com.akto.calendar,DateUtils,prettifyDelta,Magic Number,The method contains a magic number: 3600,19
akto,com.akto.calendar,DateUtils,prettifyDelta,Magic Number,The method contains a magic number: 60,19
akto,com.akto.calendar,DateUtils,prettifyDelta,Magic Number,The method contains a magic number: 7200,19
akto,com.akto.calendar,DateUtils,prettifyDelta,Magic Number,The method contains a magic number: 86400,19
akto,com.akto.calendar,DateUtils,prettifyDelta,Magic Number,The method contains a magic number: 3600,19
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 10000,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 10000,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 10000,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 10000,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 3,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 3,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 10000,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 100,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 6,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 7,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Magic Number,The method contains a magic number: 10000,34
akto,com.akto.calendar,DateUtils,getStartLocalDate,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6899b1a,34
akto,com.akto.calendar,DateUtils,getEndDate,Magic Number,The method contains a magic number: 6,51
akto,com.akto.calendar,DateUtils,getEndDate,Magic Number,The method contains a magic number: 3,51
akto,com.akto.calendar,DateUtils,getEndDate,Magic Number,The method contains a magic number: 6,51
akto,com.akto.calendar,DateUtils,getEndDate,Magic Number,The method contains a magic number: 10000,51
